Wall time,Step,Value
1588034476.1551976,6,-2.0
1588034477.3040743,16,-2.0
1588034477.8117578,19,-1.0
1588034479.2192962,25,-1.0
1588034481.4731174,41,-1.0
1588034481.5521522,43,-1.0
1588034481.7175913,45,-1.0
1588034481.8350234,46,0.0
1588034481.9620912,48,-2.0
1588034482.8007622,54,-1.0
1588034482.8592293,55,-1.0
1588034483.0218353,57,-2.0
1588034484.4239197,66,-2.0
1588034485.1966805,72,-1.0
1588034485.2637858,73,-1.0
1588034485.5305455,74,-2.0
1588034485.5756025,75,-1.0
1588034486.2792468,80,-2.0
1588034488.4690752,88,2.0
1588034489.2167923,95,-2.0
1588034490.3416762,103,-2.0
1588034490.728589,106,-1.0
1588034490.8744273,107,0.0
1588034492.040761,114,0.0
1588034492.4909103,119,-1.0
1588034493.3518703,127,0.0
1588034493.9431715,130,-1.0
1588034494.1497774,131,-2.0
1588034495.2927005,140,-2.0
1588034495.367121,142,-1.0
1588034495.4034257,143,-2.0
1588034496.5578976,151,-1.0
1588034496.963192,156,-2.0
1588034497.4016385,159,-2.0
1588034498.4058683,168,0.0
1588034498.454218,169,-2.0
1588034500.0014136,178,0.0
1588034500.2226028,179,0.0
1588034501.2091122,184,0.0
1588034501.4111354,186,1.0
1588034501.4661896,187,-2.0
1588034501.8021402,191,-2.0
1588034503.0026486,199,-2.0
1588034504.654385,207,-2.0
1588034504.9171343,208,-2.0
1588034504.9900007,209,-1.0
1588034505.500712,213,-2.0
1588034506.7613976,224,0.0
1588034507.212557,230,3.0
1588034507.7115219,235,-2.0
1588034508.0979784,238,-2.0
1588034509.7435338,250,-1.0
1588034510.418977,256,-2.0
1588034511.1079383,261,-1.0
1588034511.506975,264,-1.0
1588034511.9389286,268,-1.0
1588034512.3105388,272,-1.0
1588034512.4372234,274,-1.0
1588034514.704751,293,0.0
1588034515.3147533,298,-2.0
1588034515.3664439,299,-2.0
1588034516.084248,304,-1.0
1588034516.878707,308,-1.0
1588034516.9806418,309,-1.0
1588034517.4020188,311,-2.0
1588034518.9211252,319,-1.0
1588034519.266845,320,-1.0
1588034519.9816844,326,-2.0
1588034520.2668965,327,-2.0
1588034520.470503,328,1.0
1588034521.329469,331,-2.0
1588034522.689052,340,-2.0
1588034523.754096,348,0.0
1588034525.2512157,364,-2.0
1588034525.985844,368,-2.0
1588034526.5407708,374,-2.0
1588034527.0337527,378,-1.0
1588034527.12432,380,-1.0
1588034528.8775065,392,0.0
1588034529.104043,393,1.0
1588034531.8123748,409,-2.0
1588034534.5747838,422,-1.0
1588034534.8190904,423,0.0
1588034535.0484765,425,-1.0
1588034536.0076456,431,1.0
1588034537.9221883,440,0.0
1588034538.111344,442,-2.0
1588034538.187273,443,0.0
1588034538.4662366,446,-2.0
1588034538.9314349,452,-1.0
1588034540.2988865,461,-2.0
1588034540.8256319,464,-2.0
1588034541.0904071,465,-2.0
1588034542.4236126,474,-1.0
1588034542.7758121,475,-2.0
1588034545.5452626,490,-1.0
1588034546.0676603,492,-1.0
1588034546.2709725,494,-2.0
1588034548.0662682,508,-1.0
1588034548.6918383,513,0.0
1588034548.870128,515,-1.0
1588034549.7733383,518,1.0
1588034551.2557137,526,-1.0
1588034552.1189172,532,-2.0
1588034552.3445323,534,-2.0
1588034553.0106833,537,-1.0
1588034553.8443077,543,-1.0
1588034554.6327217,548,0.0
1588034556.7285926,558,-1.0
1588034556.9429407,560,-2.0
1588034557.697103,564,-1.0
1588034558.5289986,570,-1.0
1588034559.015009,574,-2.0
1588034559.2636213,575,-1.0
1588034561.352148,580,-2.0
1588034561.704771,582,0.0
1588034561.7761576,583,-2.0
1588034562.155434,585,-1.0
1588034562.5081735,587,-2.0
1588034562.6425874,588,-1.0
1588034563.6665244,593,0.0
1588034563.8270824,594,-2.0
1588034565.5942194,603,-2.0
1588034566.5768135,609,-1.0
1588034567.0922287,611,-2.0
1588034568.2788978,616,-1.0
1588034569.0724785,621,-1.0
1588034569.9046834,623,-1.0
1588034572.2607255,635,-1.0
1588034573.8666263,642,0.0
