Wall time,Step,Value
1588057876.061212,6,-1.0
1588057878.4812186,16,0.0
1588057878.9612522,19,-1.0
1588057881.1727636,25,2.0
1588057883.6286077,41,0.0
1588057883.9046865,43,-1.0
1588057884.3679895,45,-1.0
1588057884.714199,46,-2.0
1588057885.197742,48,-2.0
1588057887.0564933,54,-1.0
1588057887.2553136,55,-1.0
1588057887.7140336,57,-1.0
1588057889.3603497,66,-2.0
1588057890.6037602,72,-1.0
1588057890.8870704,73,-1.0
1588057891.3344874,74,-2.0
1588057891.4157386,75,-2.0
1588057892.4306817,80,1.0
1588057894.696856,88,-2.0
1588057896.4782047,95,-1.0
1588057898.4991224,103,-1.0
1588057898.7773106,106,-2.0
1588057898.8899834,107,-1.0
1588057900.850593,114,0.0
1588057901.836775,119,-1.0
1588057903.954176,127,-1.0
1588057904.4866288,130,-1.0
1588057904.712385,131,-2.0
1588057906.5404725,140,-2.0
1588057908.300822,142,1.0
1588057908.6152322,143,0.0
1588057909.6379883,151,-1.0
1588057911.018118,156,-2.0
1588057912.070586,159,-1.0
1588057913.508989,168,-1.0
1588057913.5747406,169,-2.0
1588057915.410549,178,0.0
1588057915.9465785,179,-2.0
1588057917.516209,184,-2.0
1588057917.6927674,186,-2.0
1588057917.882317,187,-1.0
1588057918.4931118,191,-1.0
1588057920.4959424,199,-2.0
1588057922.2388499,207,-2.0
1588057922.5953946,208,0.0
1588057922.7130785,209,-1.0
1588057923.5433881,213,-2.0
1588057926.6663895,224,-1.0
1588057927.9862094,230,0.0
1588057928.5525157,235,-1.0
1588057928.9185636,238,-2.0
1588057932.3329442,250,-1.0
1588057933.2627456,256,-2.0
1588057935.3756776,261,2.0
1588057936.2775218,264,-2.0
1588057937.2277281,268,-1.0
1588057938.2814398,272,-1.0
1588057938.6891284,274,-1.0
1588057943.1911669,293,0.0
1588057944.309645,298,-2.0
1588057944.3633518,299,-2.0
1588057945.5024514,304,-2.0
1588057946.0442288,308,-1.0
1588057946.9969072,309,1.0
1588057947.62599,311,-2.0
1588057949.6483657,319,-2.0
1588057950.4917216,320,0.0
1588057951.2618926,326,-2.0
1588057951.4675813,327,-1.0
1588057951.593409,328,-2.0
1588057952.1707766,331,1.0
1588057953.7012005,340,-1.0
1588057955.9227777,348,0.0
1588057959.8094547,364,-1.0
1588057960.2751706,368,-1.0
1588057961.5871036,374,-2.0
1588057962.3021758,378,-2.0
1588057962.5598178,380,-1.0
1588057965.372179,392,-1.0
1588057965.535022,393,-1.0
1588057969.3627384,409,0.0
1588057973.3935657,422,2.0
1588057973.451407,423,-2.0
1588057973.928413,425,0.0
1588057975.4116392,431,-2.0
1588057977.2679305,440,-1.0
1588057977.5508854,442,-1.0
1588057977.679236,443,-2.0
1588057978.4925005,446,2.0
1588057980.0233467,452,-2.0
1588057982.1681812,461,2.0
1588057983.6871064,464,-2.0
1588057983.8975565,465,-1.0
1588057986.6770463,474,1.0
1588057986.9800458,475,-1.0
1588057991.0393481,490,-2.0
1588057991.6905193,492,-1.0
1588057992.1643014,494,-2.0
1588057997.6942346,508,0.0
1588057999.512072,513,-1.0
1588057999.9184806,515,-1.0
1588058000.7847793,518,-2.0
1588058002.5032384,526,1.0
1588058006.2148108,532,-2.0
1588058007.2562873,534,0.0
1588058008.12451,537,-1.0
1588058009.7740443,543,-2.0
1588058010.633227,548,1.0
1588058013.4973736,558,-2.0
1588058015.0187137,560,-2.0
1588058016.3980143,564,0.0
1588058017.4669437,570,-1.0
1588058018.6767404,574,-2.0
1588058018.9907246,575,-1.0
1588058020.8892295,580,0.0
1588058021.38543,582,-2.0
1588058021.84251,583,1.0
1588058022.6036158,585,0.0
1588058022.8432992,587,0.0
1588058022.9693604,588,-1.0
1588058023.861392,593,-2.0
1588058024.0216472,594,-2.0
1588058026.9198525,603,0.0
1588058029.6846874,609,0.0
1588058030.0608644,611,-1.0
1588058033.1729584,616,-1.0
1588058035.1888576,621,1.0
1588058035.8975415,623,2.0
1588058039.584527,635,-2.0
1588058041.666846,642,-2.0
1588058041.887125,643,-2.0
1588058042.4729075,645,-1.0
1588058042.5561337,646,-2.0
1588058043.0892327,647,0.0
1588058043.4475164,648,2.0
1588058044.3279688,650,0.0
1588058044.9064586,653,-2.0
1588058047.3782153,657,0.0
1588058048.4131403,662,-1.0
1588058049.05307,665,-2.0
1588058049.75908,669,-1.0
1588058050.962565,672,0.0
1588058051.1681468,673,0.0
1588058051.746797,675,-2.0
1588058052.0991993,676,-2.0
1588058052.8234165,679,-2.0
1588058053.3154006,680,0.0
1588058054.445231,683,1.0
1588058056.2455587,684,3.0
1588058057.4854717,689,0.0
1588058057.774885,690,1.0
1588058060.9809296,697,-1.0
1588058063.2402337,700,-1.0
1588058064.945081,704,-1.0
1588058067.9110043,707,2.0
1588058068.2438462,709,-2.0
1588058068.5471845,711,-2.0
1588058069.4968944,715,-1.0
1588058070.5175312,719,-1.0
1588058071.928985,722,-2.0
1588058072.8437269,723,-1.0
1588058073.2910497,724,-1.0
1588058076.1018474,731,1.0
1588058079.5226984,737,-1.0
1588058080.285281,739,-1.0
1588058081.0224237,740,1.0
1588058083.8664901,744,2.0
1588058084.712069,748,-1.0
1588058085.787738,751,-2.0
1588058085.8766415,752,-1.0
1588058085.976536,753,-2.0
1588058086.2729406,755,0.0
1588058086.5784934,757,-2.0
1588058091.3234947,766,-2.0
1588058092.150842,767,0.0
1588058093.462442,770,0.0
1588058094.30392,771,-1.0
1588058094.4481685,772,-2.0
1588058095.1327972,774,-1.0
1588058095.417901,775,-1.0
1588058098.1478121,781,-1.0
1588058098.8223193,785,0.0
1588058099.6448839,786,0.0
1588058102.2228081,788,-1.0
1588058103.9302444,790,3.0
1588058104.8005106,793,-2.0
1588058104.8776538,794,0.0
1588058105.262091,795,-1.0
1588058105.7431626,796,-2.0
1588058107.5124927,799,-2.0
1588058108.7960632,803,-1.0
1588058113.5674396,808,0.0
1588058113.9342496,809,-2.0
1588058114.1808264,810,-2.0
1588058117.9899797,816,0.0
1588058120.976184,822,0.0
1588058122.977261,826,-1.0
1588058125.2649143,829,1.0
1588058127.6835892,833,0.0
1588058130.1414492,837,-2.0
1588058132.4065347,839,0.0
1588058135.4615102,844,0.0
1588058139.437441,847,-1.0
1588058154.8533096,868,-1.0
1588058157.6710513,870,1.0
1588058157.8430097,871,-2.0
1588058160.8730836,875,0.0
1588058161.9302144,877,-2.0
1588058167.223456,881,-2.0
1588058168.0898292,883,-1.0
1588058173.3653755,891,-1.0
1588058175.8130832,897,-2.0
1588058182.8842454,901,-2.0
1588058190.9103112,908,1.0
1588058191.5424623,909,-1.0
1588058192.093221,910,0.0
1588058193.2965178,911,5.0
1588058200.8056889,916,9.0
1588058203.296281,918,-2.0
1588058206.7072222,921,3.0
1588058207.8628125,922,0.0
1588058212.953903,924,-1.0
1588058220.188952,932,1.0
1588058221.1352496,933,2.0
1588058226.6209693,936,4.0
1588058231.662286,943,-1.0
1588058242.7058525,946,1.0
1588058255.8142412,955,0.0
1588058265.1220624,957,4.0
1588058265.4899664,958,-1.0
1588058266.063603,959,0.0
1588058271.5895348,962,1.0
1588058274.0456262,963,2.0
1588058276.9615257,967,0.0
1588058291.632412,972,-1.0
1588058292.9486284,973,1.0
1588058300.791685,977,3.0
1588058305.6249907,978,4.0
1588058324.631146,979,-1.0
1588058325.9727316,980,4.0
1588058332.3221583,984,-1.0
1588058334.4579513,985,6.0
1588058350.661674,988,5.0
1588058356.3444226,989,6.0
1588058387.2802231,997,2.0
1588058398.5242903,1001,5.0
1588058404.268958,1003,10.0
1588058413.4579449,1005,2.0
1588058422.79206,1006,7.0
1588058454.3476775,1013,0.0
1588058456.268185,1014,4.0
1588058460.422048,1015,7.0
1588058474.5773091,1018,9.0
1588058596.664242,1026,5.0
1588058607.5452652,1028,10.0
1588058628.909658,1032,5.0
1588058638.3669705,1033,8.0
1588058654.9158874,1036,12.0
1588058675.1310377,1038,11.0
1588058713.8183908,1045,14.0
1588058835.4420445,1056,13.0
1588058849.7434459,1058,17.0
1588058883.8554094,1064,13.0
1588058921.4691908,1065,8.0
1588058930.5105975,1067,12.0
1588058942.2836008,1069,13.0
1588058976.4652765,1073,8.0
1588059000.541887,1077,8.0
1588059011.1191785,1079,10.0
1588059034.5202281,1084,13.0
1588059056.3007917,1085,11.0
1588059062.3169885,1086,11.0
1588059120.8793397,1094,8.0
1588059148.17439,1100,14.0
1588059166.367888,1104,16.0
1588059171.8440535,1105,5.0
1588059176.3727143,1106,9.0
1588059248.4353476,1115,19.0
1588059267.967345,1117,14.0
1588059285.7649431,1120,10.0
1588059322.980202,1126,14.0
1588059323.2477293,1127,0.0
1588059373.8064797,1134,12.0
1588059386.8510356,1136,12.0
1588059496.9299598,1156,20.0
1588059502.0356858,1157,16.0
1588059520.1111345,1161,-1.0
1588059528.7539954,1162,19.0
1588059533.961392,1163,17.0
1588059648.706987,1181,19.0
1588059663.8547597,1184,13.0
1588059675.2160006,1186,18.0
1588059720.106721,1193,24.0
1588059725.9578252,1194,15.0
1588059763.3007689,1200,21.0
1588059765.0217016,1202,-1.0
