Wall time,Step,Value
1588122235.078727,6,-1.0
1588122235.2126467,16,-1.0
1588122235.2278986,19,-2.0
1588122235.2697191,25,-2.0
1588122235.4443116,41,-1.0
1588122235.4620986,43,-2.0
1588122235.4750776,45,0.0
1588122235.4959676,46,-1.0
1588122235.521897,48,-2.0
1588122235.57989,54,-1.0
1588122235.5861235,55,-1.0
1588122235.5975714,57,-2.0
1588122235.7038765,66,-2.0
1588122235.7558265,72,-1.0
1588122235.760892,73,-2.0
1588122235.765161,74,-1.0
1588122235.7757196,75,1.0
1588122235.8107274,80,-1.0
1588122235.9056048,88,-2.0
1588122235.983337,95,-1.0
1588122236.0602071,103,-1.0
1588122236.0974257,106,-1.0
1588122236.104373,107,-1.0
1588122236.1798217,114,0.0
1588122236.210288,119,-2.0
1588122236.2840252,127,-1.0
1588122236.3038874,130,-2.0
1588122236.3091364,131,-2.0
1588122236.4338546,140,-2.0
1588122236.462676,142,-1.0
1588122236.471037,143,0.0
1588122236.5998428,151,-1.0
1588122236.6644526,156,-2.0
1588122236.6887212,159,-2.0
1588122236.763861,168,0.0
1588122236.7748616,169,-2.0
1588122236.8566372,178,-1.0
1588122236.8652275,179,-1.0
1588122236.918653,184,-2.0
1588122236.9464464,186,-1.0
1588122236.956582,187,-1.0
1588122237.0034533,191,-1.0
1588122237.1131225,199,-2.0
1588122237.209608,207,-2.0
1588122237.2200367,208,0.0
1588122237.2326565,209,-2.0
1588122237.288,213,-2.0
1588122237.4087927,224,-2.0
1588122237.5075672,230,-2.0
1588122237.6013286,235,-1.0
1588122237.6558952,238,-1.0
1588122237.7627668,250,-2.0
1588122237.8447506,256,-1.0
1588122237.90162,261,-1.0
1588122237.9421022,264,-1.0
1588122237.9759176,268,-1.0
1588122238.0223784,272,-2.0
1588122238.032932,274,-2.0
1588122238.2783065,293,-2.0
1588122238.3310237,298,-1.0
1588122238.3388083,299,-1.0
1588122238.4068892,304,-1.0
1588122238.4557667,308,-1.0
1588122238.4598718,309,-2.0
1588122238.4709454,311,-1.0
1588122239.3893828,319,-1.0
1588122239.6207829,320,0.0
1588122240.6634157,326,1.0
1588122240.7168298,327,-2.0
1588122241.0116587,328,-2.0
1588122241.6698527,331,-2.0
1588122243.7317247,340,-2.0
1588122245.0796576,348,-2.0
1588122247.030263,364,-2.0
