Wall time,Step,Value
1588038229.3038492,1697,27.0
1588038238.3722053,1698,47.0
1588038242.843481,1700,18.0
1588038255.0177069,1703,39.0
1588038280.979233,1710,43.0
1588038284.5221603,1711,26.0
1588038323.680998,1718,35.0
1588038328.362338,1719,29.0
1588038330.1364977,1720,11.0
1588038370.0765147,1729,24.0
1588038385.7506585,1733,30.0
1588038390.9142146,1735,31.0
1588038396.4896832,1736,37.0
1588038399.2988477,1738,11.0
1588038418.7384057,1743,23.0
1588038424.672463,1744,31.0
1588038428.1595979,1746,16.0
1588038430.9889824,1747,24.0
1588038437.9248905,1748,48.0
1588038458.7980075,1753,7.0
1588038520.275836,1767,50.0
1588038565.0399582,1776,31.0
1588038590.9875238,1782,17.0
1588038622.9432719,1789,25.0
1588038629.9981995,1790,43.0
1588038673.2575083,1799,41.0
1588038713.304412,1806,41.0
1588038763.7082305,1814,27.0
1588038764.1091065,1815,2.0
1588038779.0138218,1818,42.0
1588038806.9017465,1825,24.0
1588038811.7014484,1827,5.0
1588038840.1068738,1831,47.0
1588038892.1053011,1841,41.0
1588038896.7050276,1842,38.0
1588038916.3662732,1845,50.0
1588038947.5514336,1850,31.0
1588038977.835869,1854,53.0
1588039051.969166,1867,40.0
1588039066.005759,1869,39.0
1588039070.2554555,1870,37.0
1588039107.835683,1876,28.0
1588039109.951984,1877,16.0
1588039117.7136059,1878,53.0
1588039130.733007,1880,39.0
1588039136.02758,1882,17.0
1588039195.387258,1894,27.0
1588039239.2874353,1903,44.0
1588039264.7600818,1907,39.0
1588039289.6436486,1912,49.0
1588039313.1872706,1918,45.0
1588039347.0268521,1924,33.0
1588039350.4316704,1925,30.0
1588039368.6938796,1931,34.0
1588039396.90207,1935,45.0
1588039406.210114,1937,44.0
1588039415.0082827,1939,0.0
1588039443.5723398,1945,47.0
1588039463.8576896,1948,41.0
1588039475.0358684,1950,47.0
1588039493.3654978,1953,43.0
1588039504.7950857,1956,29.0
1588039523.619709,1959,38.0
1588039534.6919572,1961,5.0
1588039571.5136063,1968,45.0
1588039581.7808592,1970,50.0
1588039642.8173988,1982,38.0
1588039646.8534565,1983,34.0
1588039651.1253753,1984,37.0
1588039721.4091377,1998,53.0
1588039743.5280235,2002,41.0
1588039753.7950706,2006,16.0
1588039778.2137842,2010,38.0
1588039783.795961,2011,40.0
1588039798.8803606,2014,55.0
1588039804.5379648,2016,36.0
1588039817.1067204,2018,34.0
1588039860.536519,2026,4.0
